"n","rep","a","alpha","two_nah","agg_worst","sel_worst","agg_hits","sel_hits","comp_worst"
10000,5,0.15,0.251188643150958,630.957344480193,3,3,2,2,5
10000,5,0.2,0.158489319246111,398.107170553497,3,3,2,2,5
10000,5,0.25,0.1,251.188643150958,3,3,2,2,5
10000,5,0.3,0.0630957344480193,158.489319246111,3,3,2,2,5
10000,5,0.35,0.0398107170553497,100,3,3,2,2,5
10000,5,0.4,0.0251188643150958,63.0957344480193,3,3,2,2,5
10000,6,0.15,0.251188643150958,630.957344480193,5,3,2,2,3
10000,6,0.2,0.158489319246111,398.107170553497,4,5,2,2,3
10000,6,0.25,0.1,251.188643150958,3,3,2,2,3
10000,6,0.3,0.0630957344480193,158.489319246111,3,3,2,2,3
10000,6,0.35,0.0398107170553497,100,3,4,2,2,3
10000,6,0.4,0.0251188643150958,63.0957344480193,3,8,2,2,3
10000,7,0.15,0.251188643150958,630.957344480193,4,28,2,1,4
10000,7,0.2,0.158489319246111,398.107170553497,3,3,2,2,4
10000,7,0.25,0.1,251.188643150958,4,4,2,2,4
10000,7,0.3,0.0630957344480193,158.489319246111,7,67,2,1,4
10000,7,0.35,0.0398107170553497,100,4,6,2,2,4
10000,7,0.4,0.0251188643150958,63.0957344480193,4,3,2,2,4
10000,8,0.15,0.251188643150958,630.957344480193,3,3,2,2,3
10000,8,0.2,0.158489319246111,398.107170553497,3,3,2,2,3
10000,8,0.25,0.1,251.188643150958,3,3,2,2,3
10000,8,0.3,0.0630957344480193,158.489319246111,3,3,2,2,3
10000,8,0.35,0.0398107170553497,100,3,3,2,2,3
10000,8,0.4,0.0251188643150958,63.0957344480193,3,3,2,2,3
10000,9,0.15,0.251188643150958,630.957344480193,3,3,2,2,3
10000,9,0.2,0.158489319246111,398.107170553497,3,3,2,2,3
10000,9,0.25,0.1,251.188643150958,3,3,2,2,3
10000,9,0.3,0.0630957344480193,158.489319246111,4,5,2,2,3
10000,9,0.35,0.0398107170553497,100,4,4,2,2,3
10000,9,0.4,0.0251188643150958,63.0957344480193,3,3,2,2,3
10000,10,0.15,0.251188643150958,630.957344480193,4,5,2,2,3
10000,10,0.2,0.158489319246111,398.107170553497,3,3,2,2,3
10000,10,0.25,0.1,251.188643150958,3,3,2,2,3
10000,10,0.3,0.0630957344480193,158.489319246111,3,3,2,2,3
10000,10,0.35,0.0398107170553497,100,3,3,2,2,3
10000,10,0.4,0.0251188643150958,63.0957344480193,3,2,2,2,3
25000,1,0.15,0.218931876103571,1198.27915935574,4,4,2,2,3
25000,1,0.2,0.131950791077289,722.205856097534,3,3,2,2,3
25000,1,0.25,0.0795270728767051,435.275281648062,3,3,2,2,3
25000,1,0.3,0.0479311663742295,262.341504453562,3,3,2,2,3
25000,1,0.35,0.0288882342439014,158.113883008419,3,3,2,2,3
25000,1,0.4,0.0174110112659225,95.2956340327206,3,3,2,2,3
25000,2,0.15,0.218931876103571,1198.27915935574,3,3,2,2,3
25000,2,0.2,0.131950791077289,722.205856097534,3,3,2,2,3
25000,2,0.25,0.0795270728767051,435.275281648062,3,3,2,2,3
25000,2,0.3,0.0479311663742295,262.341504453562,3,3,2,2,3
25000,2,0.35,0.0288882342439014,158.113883008419,3,3,2,2,3
25000,2,0.4,0.0174110112659225,95.2956340327206,3,3,2,2,3
25000,3,0.15,0.218931876103571,1198.27915935574,5,5,2,2,3
25000,3,0.2,0.131950791077289,722.205856097534,3,3,2,2,3
25000,3,0.25,0.0795270728767051,435.275281648062,3,3,2,2,3
25000,3,0.3,0.0479311663742295,262.341504453562,3,3,2,2,3
25000,3,0.35,0.0288882342439014,158.113883008419,3,3,2,2,3
25000,3,0.4,0.0174110112659225,95.2956340327206,3,3,2,2,3
25000,4,0.15,0.218931876103571,1198.27915935574,3,3,2,2,3
25000,4,0.2,0.131950791077289,722.205856097534,3,3,2,2,3
25000,4,0.25,0.0795270728767051,435.275281648062,3,3,2,2,3
25000,4,0.3,0.0479311663742295,262.341504453562,3,3,2,2,3
25000,4,0.35,0.0288882342439014,158.113883008419,3,3,2,2,3
25000,4,0.4,0.0174110112659225,95.2956340327206,3,6,2,2,3
25000,5,0.15,0.218931876103571,1198.27915935574,3,3,2,2,3
25000,5,0.2,0.131950791077289,722.205856097534,3,3,2,2,3
25000,5,0.25,0.0795270728767051,435.275281648062,3,3,2,2,3
25000,5,0.3,0.0479311663742295,262.341504453562,3,4,2,2,3
25000,5,0.35,0.0288882342439014,158.113883008419,3,3,2,2,3
25000,5,0.4,0.0174110112659225,95.2956340327206,3,3,2,2,3
50000,1,0.15,0.197312454618601,1946.61023738087,3,3,2,2,3
50000,1,0.2,0.114869835499703,1133.26246020407,3,3,2,2,3
50000,1,0.25,0.0668740304976422,659.753955386447,3,3,2,2,3
50000,1,0.3,0.0389322047476173,384.090444123316,3,3,2,2,3
50000,1,0.35,0.0226652492040814,223.606797749979,3,3,2,2,3
50000,1,0.4,0.0131950791077289,130.177672381631,3,3,2,2,3
50000,2,0.15,0.197312454618601,1946.61023738087,3,3,2,2,2
50000,2,0.2,0.114869835499703,1133.26246020407,3,3,2,2,2
50000,2,0.25,0.0668740304976422,659.753955386447,3,3,2,2,2
50000,2,0.3,0.0389322047476173,384.090444123316,3,3,2,2,2
50000,2,0.35,0.0226652492040814,223.606797749979,3,3,2,2,2
50000,2,0.4,0.0131950791077289,130.177672381631,3,4,2,2,2
50000,3,0.15,0.197312454618601,1946.61023738087,3,3,2,2,3
50000,3,0.2,0.114869835499703,1133.26246020407,3,3,2,2,3
50000,3,0.25,0.0668740304976422,659.753955386447,3,3,2,2,3
50000,3,0.3,0.0389322047476173,384.090444123316,3,3,2,2,3
50000,3,0.35,0.0226652492040814,223.606797749979,3,3,2,2,3
50000,3,0.4,0.0131950791077289,130.177672381631,3,3,2,2,3
